1488.007,-7.0,1453.353
2837.344,-7.0,2643.552
6563.375,-7.0,6067.121
6242.958,-7.0,5591.659
5802.831,-7.0,5035.439
2859.253,-7.0,2327.798
741.165,-7.0,574.907
5427.88,-7.0,4142.427
3441.236,-7.0,2604.947
3202.737,-7.0,2404.683
2308.261,-7.0,1718.958
6309.816,-7.0,4109.395
5708.441,-7.0,3375.962
383.822,-7.0,211.008
6954.832,-7.0,3717.434
311.903,-7.0,149.774
4536.175,-7.0,2091.205
7081.423,-7.0,3031.444
8400.874,-7.0,3557.309
421.72,-7.0,170.814
5559.119,-7.0,2075.704
449.391,-7.0,153.861
389.475,-7.0,124.859
7992.366,-7.0,2424.456
7572.866,-7.0,1661.537
2071.419,-7.0,412.03
9042.379,-7.0,1359.459
8116.164,-7.0,863.784
4290.26,-7.0,303.766
334.628,-7.0,15.781
333.688,-7.0,14.423
332.743,-7.0,13.073
329.794,-7.0,11.661
331.836,-7.0,10.428
325.877,-7.0,8.96
327.909,-7.0,7.728
325.937,-7.0,6.4
325.96,-7.0,5.12
325.977,-7.0,3.84
325.99,-7.0,2.56
322.997,-7.0,1.268
323.0,-7.0,-0.0
322.997,-7.0,-1.269
322.99,-7.0,-2.537
320.978,-7.0,-3.782
320.96,-7.0,-5.042
318.939,-7.0,-6.263
312.913,-7.0,-7.374
311.882,-7.0,-8.576
311.846,-7.0,-9.8
309.806,-7.0,-10.954
308.762,-7.0,-12.131
308.712,-7.0,-13.344
309.656,-7.0,-14.603
310.595,-7.0,-15.87
311.529,-7.0,-17.145
313.455,-7.0,-18.486
317.372,-7.0,-19.967
317.292,-7.0,-21.214
318.203,-7.0,-22.53
319.11,-7.0,-23.854
319.014,-7.0,-25.107
319.909,-7.0,-26.442
318.807,-7.0,-27.612
317.7,-7.0,-28.773
316.589,-7.0,-29.927
314.478,-7.0,-30.974
314.354,-7.0,-32.208
311.242,-7.0,-33.125
312.104,-7.0,-34.457
308.985,-7.0,-35.341
308.844,-7.0,-36.554
306.713,-7.0,-37.524
305.571,-7.0,-38.603
305.417,-7.0,-39.802
304.268,-7.0,-40.868
302.124,-7.0,-41.789
302.947,-7.0,-43.116
301.786,-7.0,-44.16
299.633,-7.0,-45.048
299.453,-7.0,-46.224
299.27,-7.0,-47.4
298.094,-7.0,-48.414
297.902,-7.0,-49.585
296.719,-7.0,-50.586
295.533,-7.0,-51.579
295.328,-7.0,-52.739
293.151,-7.0,-53.539
292.939,-7.0,-54.69
291.739,-7.0,-55.652
290.537,-7.0,-56.606
291.293,-7.0,-57.942
291.063,-7.0,-59.085
290.829,-7.0,-60.228
289.612,-7.0,-61.163
287.414,-7.0,-61.879
287.169,-7.0,-63.007
285.944,-7.0,-63.916
285.69,-7.0,-65.038
284.459,-7.0,-65.934
282.251,-7.0,-66.591
284.904,-7.0,-68.4
282.691,-7.0,-69.043
281.447,-7.0,-69.912
281.17,-7.0,-71.017
280.889,-7.0,-72.12
279.636,-7.0,-72.97
278.381,-7.0,-73.811
278.089,-7.0,-74.904
277.793,-7.0,-75.996
277.492,-7.0,-77.086
276.225,-7.0,-77.904
274.955,-7.0,-78.712
275.604,-7.0,-80.071
274.328,-7.0,-80.869
273.051,-7.0,-81.66
273.685,-7.0,-83.022
271.445,-7.0,-83.508
269.206,-7.0,-83.977
267.921,-7.0,-84.732
265.681,-7.0,-85.173
261.54,-7.0,-84.98
258.355,-7.0,-85.068
255.173,-7.0,-85.132
259.574,-7.0,-87.735
270.58,-7.0,-92.64
276.828,-7.0,-95.996
274.562,-7.0,-96.419
268.528,-7.0,-95.487
260.624,-7.0,-93.831
263.072,-7.0,-95.881
267.384,-7.0,-98.643
271.679,-7.0,-101.442
271.279,-7.0,-102.508
268.072,-7.0,-102.501
265.802,-7.0,-102.831
265.396,-7.0,-103.874
263.127,-7.0,-104.179
260.859,-7.0,-104.468
257.666,-7.0,-104.366
254.478,-7.0,-104.24
248.524,-7.0,-102.942
243.506,-7.0,-101.986
240.341,-7.0,-101.771
239.02,-7.0,-102.321
237.698,-7.0,-102.861
240.957,-7.0,-105.397
237.798,-7.0,-105.129
236.47,-7.0,-105.655
235.142,-7.0,-106.171
234.723,-7.0,-107.093
232.485,-7.0,-107.177
227.529,-7.0,-105.978
222.587,-7.0,-104.742
217.659,-7.0,-103.468
216.349,-7.0,-103.889
215.94,-7.0,-104.738
214.629,-7.0,-105.146
212.421,-7.0,-105.101
209.323,-7.0,-104.593
209.804,-7.0,-105.865
210.277,-7.0,-107.142
210.744,-7.0,-108.424
209.43,-7.0,-108.79
201.03,-7.0,-105.432
197.963,-7.0,-104.816
196.668,-7.0,-105.122
198.014,-7.0,-106.843
200.228,-7.0,-109.054
200.674,-7.0,-110.322
199.365,-7.0,-110.624
198.057,-7.0,-110.917
197.619,-7.0,-111.694
191.968,-7.0,-109.496
175.936,-7.0,-101.27
167.754,-7.0,-97.44
160.469,-7.0,-94.052
157.516,-7.0,-93.155
157.149,-7.0,-93.772
154.209,-7.0,-92.842
153.843,-7.0,-93.446
159.444,-7.0,-97.707
165.863,-7.0,-102.539
162.065,-7.0,-101.073
150.664,-7.0,-94.786
141.003,-7.0,-89.483
146.546,-7.0,-93.81
155.417,-7.0,-100.352
160.05,-7.0,-104.236
162.982,-7.0,-107.06
163.394,-7.0,-108.251
160.474,-7.0,-107.225
158.393,-7.0,-106.737
158.799,-7.0,-107.92
157.55,-7.0,-107.978
157.124,-7.0,-108.595
155.056,-7.0,-108.068
153.812,-7.0,-108.101
154.202,-7.0,-109.282
153.772,-7.0,-109.887
154.151,-7.0,-111.075
152.904,-7.0,-111.091
151.66,-7.0,-111.1
151.223,-7.0,-111.695
149.179,-7.0,-111.093
148.741,-7.0,-111.678
148.302,-7.0,-112.261
149.449,-7.0,-114.056
147.415,-7.0,-113.423
145.388,-7.0,-112.775
144.157,-7.0,-112.729
143.713,-7.0,-113.294
142.484,-7.0,-113.236
142.038,-7.0,-113.794
140.034,-7.0,-113.095
139.589,-7.0,-113.644
138.369,-7.0,-113.556
137.922,-7.0,-114.099
137.473,-7.0,-114.64
135.49,-7.0,-113.892
134.279,-7.0,-113.776
133.831,-7.0,-114.303
132.624,-7.0,-114.175
130.664,-7.0,-113.384
130.217,-7.0,-113.897
129.019,-7.0,-113.746
127.824,-7.0,-113.587
127.377,-7.0,-114.088
126.186,-7.0,-113.918
123.518,-7.0,-112.393
120.128,-7.0,-110.174
118.226,-7.0,-109.287
117.064,-7.0,-109.069
115.906,-7.0,-108.843
113.299,-7.0,-107.235
112.877,-7.0,-107.679
110.291,-7.0,-106.042
107.719,-7.0,-104.387
108.739,-7.0,-106.207
109.746,-7.0,-108.036
107.901,-7.0,-107.057
107.48,-7.0,-107.48
298.173,-5.829,279.98
7660.314,23.082,6594.753
853.852,-3.647,518.627
8227.271,25.309,4565.164
7157.41,21.107,3611.562
319.436,-5.746,154.925
5058.955,12.867,2429.281
5005.705,12.657,2119.646
2379.263,2.343,931.222
9036.323,28.486,3014.758
4508.872,10.706,1082.485
10278.676,33.364,2002.635
6305.281,17.761,1202.799
7296.541,21.654,1303.0
321.601,-5.737,53.525
9939.84,32.034,1216.06
6006.496,16.588,520.219
6469.971,18.408,509.198
3745.622,7.709,265.203
343.643,-5.651,16.205
336.711,-5.678,14.553
334.767,-5.685,13.152
331.818,-5.697,11.731
328.863,-5.709,10.334
328.901,-5.708,9.043
327.934,-5.712,7.728
327.962,-5.712,6.44
326.985,-5.716,5.136
328.002,-5.712,3.864
326.015,-5.72,2.56
324.022,-5.728,1.272
323.025,-5.732,-0.0
322.023,-5.735,-1.265
322.015,-5.735,-2.529
320.003,-5.743,-3.77
317.986,-5.751,-4.995
317.964,-5.751,-6.244
312.938,-5.771,-7.374
312.907,-5.771,-8.603
311.871,-5.775,-9.8
309.832,-5.783,-10.954
310.785,-5.78,-12.21
310.735,-5.78,-13.43
310.68,-5.78,-14.65
311.619,-5.776,-15.921
312.552,-5.773,-17.2
314.479,-5.765,-18.544
318.396,-5.75,-20.03
323.303,-5.73,-21.614
319.226,-5.746,-22.601
320.132,-5.743,-23.929
321.032,-5.739,-25.264
319.934,-5.744,-26.442
322.817,-5.732,-27.957
320.712,-5.741,-29.044
317.609,-5.753,-30.021
315.499,-5.761,-31.072
313.385,-5.769,-32.106
312.262,-5.774,-33.231
310.141,-5.782,-34.237
310.004,-5.783,-35.455
308.869,-5.787,-36.554
306.738,-5.795,-37.524
306.589,-5.796,-38.728
304.451,-5.804,-39.673
303.302,-5.809,-40.735
305.12,-5.802,-42.2
302.972,-5.81,-43.116
301.811,-5.815,-44.16
300.647,-5.819,-45.197
299.479,-5.824,-46.224
298.307,-5.829,-47.243
295.158,-5.841,-47.933
294.968,-5.842,-49.092
294.772,-5.842,-50.25
294.573,-5.843,-51.407
294.369,-5.844,-52.563
293.176,-5.849,-53.539
290.998,-5.857,-54.323
291.765,-5.854,-55.652
289.581,-5.863,-56.415
290.338,-5.86,-57.747
289.129,-5.865,-58.688
287.917,-5.869,-59.62
287.68,-5.87,-60.75
286.462,-5.875,-61.668
286.218,-5.876,-62.793
284.993,-5.881,-63.698
283.766,-5.886,-64.595
282.536,-5.891,-65.482
283.25,-5.888,-66.821
282.013,-5.893,-67.699
280.773,-5.897,-68.569
279.531,-5.902,-69.43
279.256,-5.903,-70.527
278.977,-5.905,-71.623
277.726,-5.909,-72.465
277.44,-5.911,-73.555
276.183,-5.915,-74.384
274.924,-5.92,-75.204
275.59,-5.918,-76.551
274.325,-5.923,-77.361
273.058,-5.928,-78.162
271.788,-5.933,-78.955
272.436,-5.93,-80.304
271.16,-5.935,-81.087
269.883,-5.94,-81.86
267.647,-5.949,-82.331
265.413,-5.958,-82.786
265.086,-5.959,-83.828
263.802,-5.964,-84.563
261.566,-5.973,-84.98
259.331,-5.982,-85.381
256.148,-5.994,-85.449
259.599,-5.981,-87.735
261.145,-5.975,-89.401
259.847,-5.98,-90.098
255.717,-5.996,-89.793
258.189,-5.986,-91.801
257.827,-5.988,-92.814
261.218,-5.974,-95.196
263.657,-5.965,-97.259
267.957,-5.948,-100.043
269.433,-5.942,-101.801
267.163,-5.951,-102.144
264.895,-5.96,-102.47
265.422,-5.958,-103.874
262.222,-5.97,-103.811
259.956,-5.979,-104.097
256.765,-5.992,-103.99
253.578,-6.004,-103.86
247.625,-6.028,-102.559
241.686,-6.051,-101.213
239.445,-6.06,-101.381
239.045,-6.061,-102.321
239.56,-6.059,-103.656
240.983,-6.054,-105.397
240.567,-6.055,-106.342
236.496,-6.071,-105.655
232.433,-6.087,-104.936
232.02,-6.089,-105.848
230.694,-6.094,-106.34
225.742,-6.114,-105.134
220.804,-6.133,-103.89
214.975,-6.156,-102.18
214.572,-6.157,-103.024
215.066,-6.155,-104.302
214.654,-6.157,-105.146
215.136,-6.155,-106.431
212.033,-6.167,-105.934
209.83,-6.176,-105.865
206.739,-6.188,-105.326
207.213,-6.186,-106.594
204.131,-6.198,-106.024
199.285,-6.217,-104.503
197.989,-6.223,-104.816
200.222,-6.214,-107.007
202.44,-6.205,-109.217
201.132,-6.21,-109.533
201.576,-6.208,-110.803
201.14,-6.21,-111.594
198.955,-6.219,-111.406
197.645,-6.224,-111.694
193.731,-6.239,-110.487
182.895,-6.282,-105.261
