281.0,-7.0,-0.0,
279.991,-7.0,-2.199,
280.965,-7.0,-4.414,
280.922,-7.0,-6.62,
280.861,-7.0,-8.826,
280.783,-7.0,-11.032,
279.689,-7.0,-13.19,
266.597,-7.0,-14.672,
260.485,-7.0,-16.388,
254.363,-7.0,-18.01,
251.223,-7.0,-19.772,
249.068,-7.0,-21.572,
247.895,-7.0,-23.433,
247.703,-7.0,-25.379,
246.502,-7.0,-27.214,
245.288,-7.0,-29.032,
245.052,-7.0,-30.957,
243.811,-7.0,-32.748,
239.586,-7.0,-34.098,
210.633,-7.0,-31.667,
204.451,-7.0,-32.382,
202.218,-7.0,-33.658,
199.977,-7.0,-34.902,
199.697,-7.0,-36.471,
199.404,-7.0,-38.038,
201.061,-7.0,-39.994,
201.72,-7.0,-41.774,
206.274,-7.0,-44.41,
226.413,-7.0,-50.609,
236.724,-7.0,-54.87,
238.231,-7.0,-57.194,
225.158,-7.0,-55.929,
202.434,-7.0,-51.976,
194.287,-7.0,-51.514,
191.947,-7.0,-52.511,
187.679,-7.0,-52.931,
186.297,-7.0,-54.124,
186.824,-7.0,-55.872,
183.512,-7.0,-56.456,
179.249,-7.0,-56.689,
177.848,-7.0,-57.786,
175.491,-7.0,-58.548,
176.918,-7.0,-60.573,
178.324,-7.0,-62.623,
180.649,-7.0,-65.038,
180.133,-7.0,-66.455,
179.605,-7.0,-67.867,
179.067,-7.0,-69.276,
179.447,-7.0,-71.048,
179.81,-7.0,-72.831,
179.233,-7.0,-74.241,
180.486,-7.0,-76.426,
182.633,-7.0,-79.032,
185.665,-7.0,-82.082,
185.015,-7.0,-83.537,
186.169,-7.0,-85.825,
186.394,-7.0,-87.711,
186.601,-7.0,-89.605,
185.892,-7.0,-91.067,
186.065,-7.0,-92.972,
187.111,-7.0,-95.338,
190.794,-7.0,-99.11,
191.777,-7.0,-101.541,
188.334,-7.0,-101.619,
184.024,-7.0,-101.168,
181.479,-7.0,-101.633,
179.807,-7.0,-102.56,
174.672,-7.0,-101.458,
171.288,-7.0,-101.299,
167.917,-7.0,-101.094,
165.412,-7.0,-101.365,
162.065,-7.0,-101.073,
159.578,-7.0,-101.271,
156.257,-7.0,-100.894,
153.789,-7.0,-101.02,
151.327,-7.0,-101.114,
148.874,-7.0,-101.175,
146.43,-7.0,-101.204,
144.812,-7.0,-101.776,
141.568,-7.0,-101.166,
138.342,-7.0,-100.511,
136.744,-7.0,-101.001,
135.147,-7.0,-101.471,
131.961,-7.0,-100.709,
129.585,-7.0,-100.517,
127.221,-7.0,-100.293,
124.869,-7.0,-100.039,
122.528,-7.0,-99.754,
121.741,-7.0,-100.713,
117.884,-7.0,-99.092,
117.863,-7.0,-100.664,
114.803,-7.0,-99.621,
